DATAFLOW,LAST UPDATE,freq,dairyprod,milkitem,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2017,13702.38,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2018,14179.21,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2019,14511.49,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2020,14830.87,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2021,14890.27,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PL,2022,15218.08,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1986,1458.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1987,1573.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1988,1634.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1989,1735.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1990,1832.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1991,1836.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1992,1826.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1993,1733.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1994,1784.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1995,1905.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1996,1928.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1997,1958.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1998,1993.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,1999,2184.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2000,2203.40,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2001,2118.77,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2002,2234.46,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2003,2083.37,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2004,2142.15,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2005,2195.21,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2006,2113.02,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2007,2092.43,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2008,2141.88,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2009,2111.75,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2010,2027.97,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2011,2026.50,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2012,2043.80,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2013,1951.17,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2014,2043.57,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2015,2114.21,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2016,2020.65,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2017,2020.76,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2018,2040.29,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2019,2081.88,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2020,2099.13,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2021,2100.19,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,PT,2022,2030.94,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1987,5165.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1988,5396.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1989,4666.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1990,4561.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1991,4754.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1992,4633.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1993,4883.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1994,5523.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1995,5854.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1996,5900.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1997,5793.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1998,5603.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,1999,5418.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2000,5323.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2001,5482.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2004,5764.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2005,5833.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2006,5964.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2007,5667.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2008,5494.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2009,5283.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2010,5173.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2011,4727.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2012,4551.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2013,4619.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2014,4804.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2015,4676.60,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2016,4585.70,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2017,4439.20,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2018,4443.30,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2019,4339.60,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2020,4362.50,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2021,4299.70,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RO,2022,4261.90,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2014,1596.18,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2015,1610.82,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2016,1603.74,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2017,1599.26,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2018,1590.01,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2019,1597.04,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2020,1583.74,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2021,1563.48,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,RS,2022,1512.11,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1990,3508.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1991,3200.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1992,3200.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1993,3352.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1994,3421.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1995,3304.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1996,3316.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1997,3334.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1998,3331.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,1999,3350.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2000,3348.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2001,3339.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2002,3274.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2003,3253.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2004,3275.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2005,3206.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2006,3130.27,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2007,2985.86,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2008,2986.62,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2009,2932.63,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2010,2862.21,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2011,2850.40,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2012,2861.17,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2013,2869.58,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2014,2931.65,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2015,2933.16,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2016,2862.23,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2017,2816.66,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2018,2760.23,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2019,2704.39,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2020,2772.74,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2021,2782.22,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SE,2022,2764.84,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1987,583.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1988,585.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1989,583.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1990,579.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1991,624.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1992,533.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1993,533.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1994,559.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1995,609.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1996,594.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1997,588.50,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1998,601.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,1999,636.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2000,651.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2001,655.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2002,688.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2003,667.08,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2004,653.74,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2005,660.78,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2006,644.01,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2007,668.30,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2008,655.69,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2009,627.82,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2010,605.80,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2011,,c
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2012,622.60,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2013,596.91,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2014,618.53,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2015,633.82,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2016,651.40,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2017,649.96,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2018,631.22,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2019,625.64,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2020,633.20,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2021,642.94,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SI,2022,628.11,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1987,1978.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1988,1997.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1989,2001.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1990,1977.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1991,1572.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1992,1371.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1993,1251.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1994,1189.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1995,1203.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1996,1177.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1997,1167.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1998,1196.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,1999,1126.10,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2000,1120.30,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2001,1169.40,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2002,1217.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2003,1161.90,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2004,1097.90,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2005,1109.25,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2006,1100.51,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2007,1083.58,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2008,1066.31,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2009,966.69,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2010,927.52,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2011,937.66,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2012,942.61,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2013,922.11,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2014,942.45,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2015,941.86,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2016,916.88,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2017,923.40,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2018,917.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2019,915.70,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2020,929.54,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2021,914.41,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,SK,2022,926.98,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2003,10611.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2004,10679.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2005,11108.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2006,11952.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2007,12329.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2008,12243.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,TR,2009,12541.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1960,11524,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1961,12036,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1962,12336,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1963,11974,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1964,11717,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1965,12089,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1966,11938,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1967,12306,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1968,12602,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1969,12720,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1970,12940,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1971,13274,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1972,14137,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1973,14413.6,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1974,13964.66,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1975,13922.44,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1976,14401.24,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1977,15189.99,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1978,15902.53,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1979,15916.95,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1980,15973.58,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1981,15865.46,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1982,16759.23,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1983,17260.69,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1984,16222.77,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1985,16140.39,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1986,16358.69,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1987,15522.22,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1988,15193.91,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1989,14974.22,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1990,15265.59,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1991,14778.34,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1992,14679.41,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1993,14742.05,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1994,14981.35,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1995,14682.57,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1996,14679.64,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1997,14847.96,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1998,14639.70,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,1999,15021.19,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2000,14495.60,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2001,14714.10,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2002,14876.50,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2003,15019.80,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2004,14643.30,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2005,14573.90,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2006,14348.06,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2007,14073.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2008,13722.11,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2009,13596.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2010,13960.00,
ESTAT:APRO_MK_FARM(1.0),12/10/23 23:00:00,A,D1100A,PRO,UK,2011,14088.00,
