DATAFLOW,LAST UPDATE,freq,animals,month,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RO,2020,1121.90,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RO,2021,1081.90,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RO,2022,1075.60,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2011,477.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2012,455.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2013,429.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2014,437.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2015,430.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2016,426.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2017,429.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2018,423.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2019,423.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2020,417.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2021,408.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,RS,2022,374.20,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2011,347.65,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2012,345.53,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2013,346.12,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2014,344.19,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2015,336.80,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2016,326.12,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2017,323.44,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2018,313.05,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2019,301.38,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2020,304.40,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2021,299.60,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SE,2022,297.67,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2011,109.07,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2012,111.02,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2013,109.57,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2014,107.84,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2015,112.84,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2016,107.84,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2017,108.83,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2018,102.71,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2019,100.84,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2020,99.21,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2021,100.92,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SI,2022,93.25,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2011,154.11,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2012,149.79,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2013,144.88,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2014,143.08,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2015,139.26,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2016,132.61,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2017,129.86,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2018,127.87,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2019,125.85,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2020,122.05,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2021,120.07,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,SK,2022,116.91,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2012,5385.54,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2013,5563.14,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2014,5529.97,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2015,5509.36,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2016,5406.52,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2017,5938.15,e
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2018,6311.50,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2019,5911.45,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2020,6017.29,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2021,6111.49,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,TR,2022,5667.25,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2011,1800.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2012,1786.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2013,1817.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2014,1883.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2015,1918.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2016,1898.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2017,1904.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2018,1879.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,UK,2019,1867.00,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2014,134.56,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2015,135.80,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2016,136.78,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2017,132.97,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2018,132.97,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2019,131.94,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2020,133.92,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2021,132.08,
ESTAT:TAG00014(1.0),23/10/23 23:00:00,A,A2300F,M12,THS_HD,XK,2022,130.49,
